Location,IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified,IndicatorCoder,Indicatorr,ValueTyper,ParentLocationCoder,ParentLocationr,Location typer,SpatialDimValueCoder,Period typer,Periodr,IsLatestYearr,Dim1 typer,Dim1r,Dim1ValueCoder,Dim2 typer,Dim2r,Dim2ValueCoder,Dim3 typer,Dim3r,Dim3ValueCoder,DataSourceDimValueCoder,DataSourcer,FactValueNumericPrefixr,FactValueNumericr,FactValueUoMr,FactValueNumericLowPrefixr,FactValueNumericLowr,FactValueNumericHighPrefixr,FactValueNumericHighr,Valuer,FactValueTranslationIDr,FactCommentsr,Languager,DateModifiedr
Kenya,WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,KEN,Year,2019,False,Sex,Both sexes,SEX_BTSX,,,,,,,,,,66.5,,,65.75,,67.2,66.5 [65.8-67.2],,,EN,2024-08-01T22:00:00.000Z,MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,AFR,Africa,Country,KEN,Year,2019,False,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,37.25,,,33.6,,41.46,37.2 [33.6-41.5],,,EN,2025-04-14T22:00:00.000Z
Papua New Guinea,WHOSIS_000001,Life expectancy at birth (years),text,WPR,Western Pacific,Country,PNG,Year,2019,False,Sex,Both sexes,SEX_BTSX,,,,,,,,,,66.67,,,65.82,,67.49,66.7 [65.8-67.5],,,EN,2024-08-01T22:00:00.000Z,MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,WPR,Western Pacific,Country,PNG,Year,2019,False,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,36.09,,,25.93,,49.54,36.1 [25.9-49.5],,,EN,2025-04-14T22:00:00.000Z
United Republic of Tanzania,WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,TZA,Year,2019,False,Sex,Both sexes,SEX_BTSX,,,,,,,,,,66.79,,,65.89,,67.78,66.8 [65.9-67.8],,,EN,2024-08-01T22:00:00.000Z,MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,AFR,Africa,Country,TZA,Year,2019,False,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,34.75,,,30.06,,40.22,34.7 [30.1-40.2],,,EN,2025-04-14T22:00:00.000Z
Yemen,WHOSIS_000001,Life expectancy at birth (years),text,EMR,Eastern Mediterranean,Country,YEM,Year,2019,False,Sex,Both sexes,SEX_BTSX,,,,,,,,,,66.9,,,66.14,,67.86,66.9 [66.1-67.9],,,EN,2024-08-01T22:00:00.000Z,MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EMR,Eastern Mediterranean,Country,YEM,Year,2019,False,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,38.77,,,32.93,,45.81,38.8 [32.9-45.8],,,EN,2025-04-14T22:00:00.000Z
Pakistan,WHOSIS_000001,Life expectancy at birth (years),text,EMR,Eastern Mediterranean,Country,PAK,Year,2019,False,Sex,Both sexes,SEX_BTSX,,,,,,,,,,67.03,,,66.12,,68.05,67.0 [66.1-68.0],,,EN,2024-08-01T22:00:00.000Z,MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EMR,Eastern Mediterranean,Country,PAK,Year,2019,False,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,56.84,,,50.15,,64.45,56.8 [50.1-64.4],,,EN,2025-04-14T22:00:00.000Z
Vanuatu,WHOSIS_000001,Life expectancy at birth (years),text,WPR,Western Pacific,Country,VUT,Year,2019,False,Sex,Both sexes,SEX_BTSX,,,,,,,,,,67.13,,,66.67,,67.73,67.1 [66.7-67.7],,,EN,2024-08-01T22:00:00.000Z,MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,WPR,Western Pacific,Country,VUT,Year,2019,False,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,14.91,,,11.72,,19.06,14.9 [11.7-19.1],,,EN,2025-04-14T22:00:00.000Z
Rwanda,WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,RWA,Year,2019,False,Sex,Both sexes,SEX_BTSX,,,,,,,,,,67.76,,,67.04,,68.75,67.8 [67.0-68.8],,,EN,2024-08-01T22:00:00.000Z,MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,AFR,Africa,Country,RWA,Year,2019,False,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,31.83,,,26.07,,38.72,31.8 [26.1-38.7],,,EN,2025-04-14T22:00:00.000Z
Fiji,WHOSIS_000001,Life expectancy at birth (years),text,WPR,Western Pacific,Country,FJI,Year,2019,False,Sex,Both sexes,SEX_BTSX,,,,,,,,,,67.87,,,67.02,,68.77,67.9 [67.0-68.8],,,EN,2024-08-01T22:00:00.000Z,MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,WPR,Western Pacific,Country,FJI,Year,2019,False,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,20.62,,,19.57,,21.72,20.6 [19.6-21.7],,,EN,2025-04-14T22:00:00.000Z
Comoros,WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,COM,Year,2019,False,Sex,Both sexes,SEX_BTSX,,,,,,,,,,68.1,,,67.13,,68.94,68.1 [67.1-68.9],,,EN,2024-08-01T22:00:00.000Z,MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,AFR,Africa,Country,COM,Year,2019,False,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,39.49,,,31.55,,47.78,39.5 [31.5-47.8],,,EN,2025-04-14T22:00:00.000Z
Lao People's Democratic Republic,WHOSIS_000001,Life expectancy at birth (years),text,WPR,Western Pacific,Country,LAO,Year,2019,False,Sex,Both sexes,SEX_BTSX,,,,,,,,,,68.36,,,67.63,,69.31,68.4 [67.6-69.3],,,EN,2024-08-01T22:00:00.000Z,MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,WPR,Western Pacific,Country,LAO,Year,2019,False,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,40.38,,,30.07,,53.2,40.4 [30.1-53.2],,,EN,2025-04-14T22:00:00.000Z
Timor-Leste,WHOSIS_000001,Life expectancy at birth (years),text,SEAR,South-East Asia,Country,TLS,Year,2019,False,Sex,Both sexes,SEX_BTSX,,,,,,,,,,68.5,,,67.72,,69.42,68.5 [67.7-69.4],,,EN,2024-08-01T22:00:00.000Z,MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,SEAR,South-East Asia,Country,TLS,Year,2019,False,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,39.86,,,30.29,,52.4,39.9 [30.3-52.4],,,EN,2025-04-14T22:00:00.000Z
Guyana,WHOSIS_000001,Life expectancy at birth (years),text,AMR,Americas,Country,GUY,Year,2019,False,Sex,Both sexes,SEX_BTSX,,,,,,,,,,68.73,,,67.97,,69.49,68.7 [68.0-69.5],,,EN,2024-08-01T22:00:00.000Z,MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,AMR,Americas,Country,GUY,Year,2019,False,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,26.97,,,16.89,,43.54,27.0 [16.9-43.5],,,EN,2025-04-14T22:00:00.000Z
Senegal,WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,SEN,Year,2019,False,Sex,Both sexes,SEX_BTSX,,,,,,,,,,68.76,,,68.0,,69.52,68.8 [68.0-69.5],,,EN,2024-08-01T22:00:00.000Z,MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,AFR,Africa,Country,SEN,Year,2019,False,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,34.93,,,31.5,,38.93,34.9 [31.5-38.9],,,EN,2025-04-14T22:00:00.000Z
Myanmar,WHOSIS_000001,Life expectancy at birth (years),text,SEAR,South-East Asia,Country,MMR,Year,2019,False,Sex,Both sexes,SEX_BTSX,,,,,,,,,,68.81,,,68.01,,69.61,68.8 [68.0-69.6],,,EN,2024-08-01T22:00:00.000Z,MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,SEAR,South-East Asia,Country,MMR,Year,2019,False,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,38.9,,,26.57,,54.17,38.9 [26.6-54.2],,,EN,2025-04-14T22:00:00.000Z
Ethiopia,WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,ETH,Year,2019,False,Sex,Both sexes,SEX_BTSX,,,,,,,,,,68.85,,,68.08,,69.58,68.8 [68.1-69.6],,,EN,2024-08-01T22:00:00.000Z,MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,AFR,Africa,Country,ETH,Year,2019,False,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,40.98,,,33.92,,49.6,41.0 [33.9-49.6],,,EN,2025-04-14T22:00:00.000Z
Turkmenistan,WHOSIS_000001,Life expectancy at birth (years),text,EUR,Europe,Country,TKM,Year,2019,False,Sex,Both sexes,SEX_BTSX,,,,,,,,,,69.14,,,68.43,,70.08,69.1 [68.4-70.1],,,EN,2024-08-01T22:00:00.000Z,MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EUR,Europe,Country,TKM,Year,2019,False,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,33.77,,,23.8,,47.16,33.8 [23.8-47.2],,,EN,2025-04-14T22:00:00.000Z
Syrian Arab Republic,WHOSIS_000001,Life expectancy at birth (years),text,EMR,Eastern Mediterranean,Country,SYR,Year,2019,False,Sex,Both sexes,SEX_BTSX,,,,,,,,,,69.17,,,68.49,,69.9,69.2 [68.5-69.9],,,EN,2024-08-01T22:00:00.000Z,MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EMR,Eastern Mediterranean,Country,SYR,Year,2019,False,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,21.52,,,11.45,,28.39,21.5 [11.5-28.4],,,EN,2025-04-14T22:00:00.000Z
Philippines,WHOSIS_000001,Life expectancy at birth (years),text,WPR,Western Pacific,Country,PHL,Year,2019,False,Sex,Both sexes,SEX_BTSX,,,,,,,,,,69.43,,,68.99,,69.89,69.4 [69.0-69.9],,,EN,2024-08-01T22:00:00.000Z,MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,WPR,Western Pacific,Country,PHL,Year,2019,False,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,22.73,,,19.15,,27.2,22.7 [19.2-27.2],,,EN,2025-04-14T22:00:00.000Z
Sudan,WHOSIS_000001,Life expectancy at birth (years),text,EMR,Eastern Mediterranean,Country,SDN,Year,2019,False,Sex,Both sexes,SEX_BTSX,,,,,,,,,,69.47,,,68.59,,70.41,69.5 [68.6-70.4],,,EN,2024-08-01T22:00:00.000Z,MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EMR,Eastern Mediterranean,Country,SDN,Year,2019,False,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,44.04,,,32.54,,58.87,44.0 [32.5-58.9],,,EN,2025-04-14T22:00:00.000Z
Cambodia,WHOSIS_000001,Life expectancy at birth (years),text,WPR,Western Pacific,Country,KHM,Year,2019,False,Sex,Both sexes,SEX_BTSX,,,,,,,,,,69.56,,,68.99,,70.24,69.6 [69.0-70.2],,,EN,2024-08-01T22:00:00.000Z,MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,WPR,Western Pacific,Country,KHM,Year,2019,False,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,23.53,,,12.81,,43.42,23.5 [12.8-43.4],,,EN,2025-04-14T22:00:00.000Z
Samoa,WHOSIS_000001,Life expectancy at birth (years),text,WPR,Western Pacific,Country,WSM,Year,2019,False,Sex,Both sexes,SEX_BTSX,,,,,,,,,,69.99,,,69.48,,70.74,70.0 [69.5-70.7],,,EN,2024-08-01T22:00:00.000Z,MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,WPR,Western Pacific,Country,WSM,Year,2019,False,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,14.94,,,11.11,,20.35,14.9 [11.1-20.3],,,EN,2025-04-14T22:00:00.000Z
Mauritania,WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,MRT,Year,2019,False,Sex,Both sexes,SEX_BTSX,,,,,,,,,,70.18,,,69.32,,71.14,70.2 [69.3-71.1],,,EN,2024-08-01T22:00:00.000Z,MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,AFR,Africa,Country,MRT,Year,2019,False,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,34.81,,,28.3,,42.98,34.8 [28.3-43.0],,,EN,2025-04-14T22:00:00.000Z
Bahamas,WHOSIS_000001,Life expectancy at birth (years),text,AMR,Americas,Country,BHS,Year,2019,False,Sex,Both sexes,SEX_BTSX,,,,,,,,,,70.74,,,70.23,,71.34,70.7 [70.2-71.3],,,EN,2024-08-01T22:00:00.000Z,MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,AMR,Americas,Country,BHS,Year,2019,False,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,15.71,,,14.14,,17.45,15.7 [14.1-17.5],,,EN,2025-04-14T22:00:00.000Z
India,WHOSIS_000001,Life expectancy at birth (years),text,SEAR,South-East Asia,Country,IND,Year,2019,False,Sex,Both sexes,SEX_BTSX,,,,,,,,,,70.73,,,70.29,,71.27,70.7 [70.3-71.3],,,EN,2024-08-01T22:00:00.000Z,MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,SEAR,South-East Asia,Country,IND,Year,2019,False,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,29.67,,,27.48,,31.96,29.7 [27.5-32.0],,The UN IGME estimates are not the official statistics of India. The Sample Registration System (SRS) of ORGI is the official data source of India for all mortality estimates.,EN,2025-04-14T22:00:00.000Z
Mongolia,WHOSIS_000001,Life expectancy at birth (years),text,WPR,Western Pacific,Country,MNG,Year,2019,False,Sex,Both sexes,SEX_BTSX,,,,,,,,,,70.75,,,70.38,,71.22,70.8 [70.4-71.2],,,EN,2024-08-01T22:00:00.000Z,MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,WPR,Western Pacific,Country,MNG,Year,2019,False,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,12.79,,,12.51,,13.09,12.8 [12.5-13.1],,,EN,2025-04-14T22:00:00.000Z
Nepal,WHOSIS_000001,Life expectancy at birth (years),text,SEAR,South-East Asia,Country,NPL,Year,2019,False,Sex,Both sexes,SEX_BTSX,,,,,,,,,,71.36,,,70.54,,72.29,71.4 [70.5-72.3],,,EN,2024-08-01T22:00:00.000Z,MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,SEAR,South-East Asia,Country,NPL,Year,2019,False,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,27.29,,,23.73,,31.45,27.3 [23.7-31.5],,,EN,2025-04-14T22:00:00.000Z
Honduras,WHOSIS_000001,Life expectancy at birth (years),text,AMR,Americas,Country,HND,Year,2019,False,Sex,Both sexes,SEX_BTSX,,,,,,,,,,71.44,,,70.7,,72.21,71.4 [70.7-72.2],,,EN,2024-08-01T22:00:00.000Z,MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,AMR,Americas,Country,HND,Year,2019,False,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,15.08,,,12.11,,19.27,15.1 [12.1-19.3],,,EN,2025-04-14T22:00:00.000Z
Indonesia,WHOSIS_000001,Life expectancy at birth (years),text,SEAR,South-East Asia,Country,IDN,Year,2019,False,Sex,Both sexes,SEX_BTSX,,,,,,,,,,71.4,,,70.87,,72.19,71.4 [70.9-72.2],,,EN,2024-08-01T22:00:00.000Z,MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,SEAR,South-East Asia,Country,IDN,Year,2019,False,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,19.27,,,16.16,,23.15,19.3 [16.2-23.2],,,EN,2025-04-14T22:00:00.000Z
Egypt,WHOSIS_000001,Life expectancy at birth (years),text,EMR,Eastern Mediterranean,Country,EGY,Year,2019,False,Sex,Both sexes,SEX_BTSX,,,,,,,,,,71.59,,,71.28,,71.92,71.6 [71.3-71.9],,,EN,2024-08-01T22:00:00.000Z,MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EMR,Eastern Mediterranean,Country,EGY,Year,2019,False,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,18.44,,,13.12,,26.16,18.4 [13.1-26.2],,,EN,2025-04-14T22:00:00.000Z
Sao Tome and Principe,WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,STP,Year,2019,False,Sex,Both sexes,SEX_BTSX,,,,,,,,,,71.66,,,71.15,,72.21,71.7 [71.2-72.2],,,EN,2024-08-01T22:00:00.000Z,MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,AFR,Africa,Country,STP,Year,2019,False,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,11.3,,,6.91,,18.7,11.3 [6.9-18.7],,,EN,2025-04-14T22:00:00.000Z
Jamaica,WHOSIS_000001,Life expectancy at birth (years),text,AMR,Americas,Country,JAM,Year,2019,False,Sex,Both sexes,SEX_BTSX,,,,,,,,,,72.24,,,71.65,,72.9,72.2 [71.6-72.9],,,EN,2024-08-01T22:00:00.000Z,MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,AMR,Americas,Country,JAM,Year,2019,False,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,17.83,,,17.29,,18.36,17.8 [17.3-18.4],,,EN,2025-04-14T22:00:00.000Z
Democratic People's Republic of Korea,WHOSIS_000001,Life expectancy at birth (years),text,SEAR,South-East Asia,Country,PRK,Year,2019,False,Sex,Both sexes,SEX_BTSX,,,,,,,,,,72.32,,,71.64,,73.19,72.3 [71.6-73.2],,,EN,2024-08-01T22:00:00.000Z,MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,SEAR,South-East Asia,Country,PRK,Year,2019,False,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,14.3,,,11.2,,18.31,14.3 [11.2-18.3],,The UN IGME estimates are not the official statistics of the Democratic People's Republic of Korea.,EN,2025-04-14T22:00:00.000Z
Uzbekistan,WHOSIS_000001,Life expectancy at birth (years),text,EUR,Europe,Country,UZB,Year,2019,False,Sex,Both sexes,SEX_BTSX,,,,,,,,,,72.27,,,71.98,,72.59,72.3 [72.0-72.6],,,EN,2024-08-01T22:00:00.000Z,MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EUR,Europe,Country,UZB,Year,2019,False,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,14.81,,,13.69,,15.79,14.8 [13.7-15.8],,"The most recent official national estimates of neonatal, infant and under-five mortality rates in Uzbekistan are from the vital registration system, with a rate of 4.5, 8.7 and 11.4 deaths per 1,000 live births for both sexes, respectively, in 2022. The most recent official sex-specific estimates from the vital registration system for infant and under-five mortality for males are 9.6 and 12.4 deaths per 1,000 live births and 7.7 and 10.2 deaths per 1,000 live births for females, respectively, in 2022.",EN,2025-04-14T22:00:00.000Z
Venezuela (Bolivarian Republic of),WHOSIS_000001,Life expectancy at birth (years),text,AMR,Americas,Country,VEN,Year,2019,False,Sex,Both sexes,SEX_BTSX,,,,,,,,,,72.71,,,71.94,,73.46,72.7 [71.9-73.5],,,EN,2024-08-01T22:00:00.000Z,MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,AMR,Americas,Country,VEN,Year,2019,False,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,21.48,,,17.5,,26.27,21.5 [17.5-26.3],,,EN,2025-04-14T22:00:00.000Z
Guatemala,WHOSIS_000001,Life expectancy at birth (years),text,AMR,Americas,Country,GTM,Year,2019,False,Sex,Both sexes,SEX_BTSX,,,,,,,,,,72.71,,,72.44,,73.03,72.7 [72.4-73.0],,,EN,2024-08-01T22:00:00.000Z,MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,AMR,Americas,Country,GTM,Year,2019,False,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,20.35,,,15.82,,26.09,20.4 [15.8-26.1],,,EN,2025-04-14T22:00:00.000Z
Grenada,WHOSIS_000001,Life expectancy at birth (years),text,AMR,Americas,Country,GRD,Year,2019,False,Sex,Both sexes,SEX_BTSX,,,,,,,,,,72.73,,,72.4,,73.1,72.7 [72.4-73.1],,,EN,2024-08-01T22:00:00.000Z,MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,AMR,Americas,Country,GRD,Year,2019,False,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,16.79,,,14.73,,19.07,16.8 [14.7-19.1],,,EN,2025-04-14T22:00:00.000Z
Bolivia (Plurinational State of),WHOSIS_000001,Life expectancy at birth (years),text,AMR,Americas,Country,BOL,Year,2019,False,Sex,Both sexes,SEX_BTSX,,,,,,,,,,72.92,,,72.13,,73.59,72.9 [72.1-73.6],,,EN,2024-08-01T22:00:00.000Z,MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,AMR,Americas,Country,BOL,Year,2019,False,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,23.0,,,17.42,,30.23,23.0 [17.4-30.2],,,EN,2025-04-14T22:00:00.000Z
Iraq,WHOSIS_000001,Life expectancy at birth (years),text,EMR,Eastern Mediterranean,Country,IRQ,Year,2019,False,Sex,Both sexes,SEX_BTSX,,,,,,,,,,72.9,,,72.14,,73.66,72.9 [72.1-73.7],,,EN,2024-08-01T22:00:00.000Z,MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EMR,Eastern Mediterranean,Country,IRQ,Year,2019,False,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,23.59,,,18.18,,30.32,23.6 [18.2-30.3],,,EN,2025-04-14T22:00:00.000Z
Tonga,WHOSIS_000001,Life expectancy at birth (years),text,WPR,Western Pacific,Country,TON,Year,2019,False,Sex,Both sexes,SEX_BTSX,,,,,,,,,,72.94,,,72.39,,73.64,72.9 [72.4-73.6],,,EN,2024-08-01T22:00:00.000Z,MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,WPR,Western Pacific,Country,TON,Year,2019,False,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,8.85,,,6.37,,12.13,8.9 [6.4-12.1],,,EN,2025-04-14T22:00:00.000Z
Ukraine,WHOSIS_000001,Life expectancy at birth (years),text,EUR,Europe,Country,UKR,Year,2019,False,Sex,Both sexes,SEX_BTSX,,,,,,,,,,73.0,,,72.33,,73.73,73.0 [72.3-73.7],,,EN,2024-08-01T22:00:00.000Z,MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EUR,Europe,Country,UKR,Year,2019,False,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,8.28,,,8.02,,8.53,8.3 [8.0-8.5],,"The State Statistics Service of Ukraine (SSSU) have suspended the compilation of impartial statistical information on births and deaths starting from 2022 and on the number of population starting from data as of January 1, 2023, onwards. Consequently, no data is available for 2022.",EN,2025-04-14T22:00:00.000Z
Suriname,WHOSIS_000001,Life expectancy at birth (years),text,AMR,Americas,Country,SUR,Year,2019,False,Sex,Both sexes,SEX_BTSX,,,,,,,,,,73.02,,,72.63,,73.42,73.0 [72.6-73.4],,,EN,2024-08-01T22:00:00.000Z,MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,AMR,Americas,Country,SUR,Year,2019,False,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,17.12,,,11.36,,26.48,17.1 [11.4-26.5],,,EN,2025-04-14T22:00:00.000Z
Saint Vincent and the Grenadines,WHOSIS_000001,Life expectancy at birth (years),text,AMR,Americas,Country,VCT,Year,2019,False,Sex,Both sexes,SEX_BTSX,,,,,,,,,,73.11,,,72.8,,73.45,73.1 [72.8-73.5],,,EN,2024-08-01T22:00:00.000Z,MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,AMR,Americas,Country,VCT,Year,2019,False,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,12.03,,,10.32,,14.02,12.0 [10.3-14.0],,,EN,2025-04-14T22:00:00.000Z
